cognitive_feature,r
planning,-0.003813573042936
previous research,0.0280068584677091
primary auditory,-0.0164514363917884
priming,-0.0089438412766261
processes underlying,-0.0023108724271001
psychological,0.0192775202880695
psychophysiological,0.0117457292891716
psychophysiological interaction,0.0092781047644122
reaction,-0.001624624638492
reaction time,-0.0067489402931011
reaction times,-0.0057985920298134
reactions,-0.0015022087670851
reading,0.0312568816582327
reasoning,0.0202161495882754
recall,0.0275069550654334
recognition,0.0177135310372018
recognition memory,0.0037274752861213
recognition task,0.0250346181137471
rehearsal,0.019302862877365
reinforcement learning,-0.0100894139571539
research,0.0279379356474995
research suggests,-0.0033151028472619
researchers,0.0039064290974899
response inhibition,-0.0057300681737081
response selection,-0.0085076238756798
retention,0.0111840020638373
retrieval,0.0670683557931479
reward,-0.0246288503896409
reward anticipation,-0.0047783762020684
rewarding,-0.0099571774689398
rewards,-0.0067261282210105
rhythm,-0.012043417686077
risk,-0.0115855964050312
risk taking,-0.0044248303844626
risky,-0.0057777291009731
rule,-0.007056893171009
rules,-0.0100959848999577
salience,-0.0029031037812537
salience network,0.0190796871863008
search,0.0150142025946055
selective attention,-0.0124832438581716
semantic memory,0.043346788512761
sentence comprehension,0.0269023004700316
skill,-0.0014881586732195
skills,0.0066313121739788
social cognition,0.0373128372437827
social interaction,0.0264127872657603
social interactions,0.026273934451518
spatial attention,-0.0148449338185923
speech perception,0.0018066933065428
speech production,-0.003064309306237
strategy,0.0210621718258792
stress,-0.0089536431603431
stress disorder,-0.0072068055022121
subsequent memory,0.0142134624671518
subtraction,-0.0034716282579962
sustained attention,0.0016275494967036
term memory,0.0136095344685344
uncertainty,-0.003905170700522
underlying,-0.0075830217454378
underlying mechanisms,-0.0080640741129863
updating,-0.0050762140051554
utility,-0.0037410738872964
valence,0.0070055355113189
verbal fluency,0.0134732939302707
visual attention,-0.0047233451585563
visual auditory,-0.0005661510021572
visual perception,0.0031285516054052
word recognition,-0.0031762328606906
working memory,-0.0111632829232413
